,Branch,Call Purpose,Time Block,Incoming or Outgoing,Queue,Rep ID,Sale,Lost Call,Abandoned,Busy Minutes,Not Ready Minutes,Incoming Wait Time,During Call Wait Time,Calls
24,North,Product Support,12:00 PM,Incoming,A,Amanda,NO,0,0,11,1,2.0,3,1
25,North,Product Support,1:00 PM,Incoming,A,Amanda,NO,0,0,8,2,2.0,3,1
26,North,Product Support,2:00 PM,Incoming,B,Lilly,NO,0,0,10,1,2.0,4,1
27,North,Product Support,3:00 PM,Incoming,B,Xander,NO,0,0,12,1,2.0,4,1
28,North,Product Support,3:00 PM,Incoming,A,Andy,NO,0,0,10,1,2.0,2,1
29,North,Product Support,3:00 PM,Incoming,A,Cam,NO,0,0,8,1,2.0,2,1
30,North,Product Support,4:00 PM,Incoming,B,Xander,NO,0,0,8,1,2.0,2,1
31,North,Product Support,4:00 PM,Incoming,A,Cam,NO,0,0,9,3,2.0,3,1
32,North,Complaint,12:00 PM,Incoming,A,Cam,NO,0,0,12,1,2.0,4,1
33,North,Sales Support,10:00 AM,Incoming,B,Lilly,NO,0,0,8,2,3.0,2,1
34,North,Sales Support,10:00 AM,Incoming,A,Amanda,NO,0,0,9,2,3.0,3,1
35,North,Sales Support,10:00 AM,Incoming,B,Duke,NO,0,0,8,2,3.0,4,1
36,North,Sales Support,11:00 AM,Incoming,A,Cam,NO,0,0,8,2,3.0,2,1
37,North,Sales Support,11:00 AM,Incoming,A,Joe,NO,0,0,12,3,3.0,4,1
38,North,Sales Support,12:00 PM,Incoming,B,Duke,NO,0,0,9,2,3.0,4,1
39,North,Sales Support,12:00 PM,Incoming,B,Lilly,NO,0,0,9,3,3.0,4,1
40,North,Sales Support,12:00 PM,Incoming,B,Lilly,YES,0,0,10,1,3.0,2,1
41,North,Product Support,3:00 PM,Incoming,B,Lilly,NO,0,0,10,2,3.0,4,1
42,North,Product Support,4:00 PM,Incoming,B,Duke,NO,0,0,10,1,3.0,3,1
43,North,Product Support,5:00 PM,Incoming,A,Andy,NO,0,0,8,2,3.0,3,1
44,North,Complaint,2:00 PM,Incoming,A,Cam,NO,0,0,10,2,3.0,2,1
45,North,Sales Support,10:00 AM,Incoming,B,Todd,NO,1,0,9,3,4.0,4,1
46,North,Sales Support,12:00 PM,Incoming,A,Andy,NO,0,1,12,1,4.0,4,1
47,North,Sales Support,10:00 AM,Incoming,A,Amanda,YES,0,0,10,3,4.0,3,1
48,North,Sales Support,11:00 AM,Incoming,A,Andy,NO,0,0,12,3,4.0,2,1
49,North,Sales Support,12:00 PM,Incoming,A,Joe,NO,0,0,10,1,4.0,3,1
50,North,Sales Support,12:00 PM,Incoming,A,Joe,NO,0,0,10,1,4.0,3,1
51,North,Sales Support,2:00 PM,Incoming,B,Duke,NO,0,0,8,2,4.0,2,1
52,North,Sales Support,2:00 PM,Incoming,B,Xander,NO,0,0,10,1,4.0,3,1
53,North,Sales Support,3:00 PM,Incoming,A,Andy,NO,0,0,12,1,4.0,3,1
54,North,Sales Support,4:00 PM,Incoming,B,Duke,NO,0,0,8,2,4.0,3,1
55,North,Product Support,10:00 AM,Incoming,A,Joe,NO,0,0,9,2,4.0,2,1
56,North,Product Support,11:00 AM,Incoming,A,Cam,NO,0,0,8,1,4.0,4,1
57,North,Product Support,2:00 PM,Incoming,B,Xander,NO,0,0,12,1,4.0,2,1
58,North,Product Support,3:00 PM,Incoming,B,Lilly,NO,0,0,12,2,4.0,2,1
59,North,Product Support,4:00 PM,Incoming,B,Xander,NO,0,0,11,3,4.0,4,1
60,North,Product Support,5:00 PM,Incoming,B,Duke,NO,0,0,10,1,4.0,2,1
61,North,Complaint,9:00 AM,Incoming,A,Joe,NO,0,0,10,2,4.0,3,1
62,North,Complaint,10:00 AM,Incoming,B,Lilly,NO,0,0,12,2,4.0,4,1
63,North,Complaint,12:00 PM,Incoming,B,Xander,NO,0,0,10,3,4.0,2,1
64,North,Complaint,5:00 PM,Incoming,A,Cam,NO,0,0,8,3,4.0,2,1
65,North,Sales Support,10:00 AM,Incoming,B,Brent,NO,0,0,8,1,5.0,4,1
66,North,Sales Support,10:00 AM,Incoming,A,Joe,NO,0,0,12,2,5.0,2,1
67,North,Sales Support,12:00 PM,Incoming,B,Todd,YES,0,0,9,3,5.0,4,1
68,North,Sales Support,12:00 PM,Incoming,B,Todd,NO,0,0,10,3,5.0,3,1
69,North,Sales Support,12:00 PM,Incoming,A,Andy,YES,0,0,10,1,5.0,2,1
70,North,Sales Support,3:00 PM,Incoming,B,Duke,NO,0,0,11,3,5.0,2,1
71,North,Product Support,12:00 PM,Incoming,B,Lilly,NO,0,0,11,3,5.0,3,1
72,North,Product Support,12:00 PM,Incoming,B,Brent,NO,0,0,9,2,5.0,4,1
73,North,Product Support,1:00 PM,Incoming,A,Joe,NO,0,0,9,2,5.0,4,1
74,North,Product Support,2:00 PM,Incoming,B,Todd,NO,0,0,9,1,5.0,4,1
75,North,Product Support,2:00 PM,Incoming,A,Andy,NO,0,0,9,1,5.0,4,1
76,North,Product Support,3:00 PM,Incoming,A,Andy,NO,0,0,9,1,5.0,2,1
77,North,Product Support,3:00 PM,Incoming,B,Duke,NO,0,0,8,3,5.0,2,1
78,North,Product Support,4:00 PM,Incoming,A,Cam,NO,0,0,11,2,5.0,2,1
79,North,Complaint,10:00 AM,Incoming,A,Joe,NO,0,0,10,2,5.0,2,1
80,North,Complaint,12:00 PM,Incoming,B,Lilly,NO,0,0,11,2,5.0,2,1
81,North,Complaint,5:00 PM,Incoming,A,Cam,NO,0,0,9,2,5.0,2,1
82,North,Sales Support,10:00 AM,Outgoing,A,Cam,NO,1,0,8,1,,2,1
83,North,Sales Support,10:00 AM,Outgoing,B,Duke,NO,1,0,10,2,,4,1
84,North,Sales Support,11:00 AM,Outgoing,B,Xander,NO,1,0,10,1,,4,1
85,North,Product Support,9:00 AM,Outgoing,B,Duke,NO,1,0,12,1,,2,1
86,North,Sales Support,10:00 AM,Outgoing,B,Lilly,YES,0,1,9,3,,4,1
87,North,Sales Support,10:00 AM,Outgoing,B,Lilly,YES,0,1,12,1,,4,1
88,North,Product Support,9:00 AM,Outgoing,A,Andy,NO,0,1,12,2,,2,1
89,North,Product Support,11:00 AM,Outgoing,A,Amanda,NO,0,1,11,2,,2,1
90,North,Sales Support,10:00 AM,Outgoing,B,Brent,NO,0,0,11,3,,4,1
91,North,Sales Support,10:00 AM,Outgoing,B,Todd,NO,0,0,10,2,,2,1
92,North,Sales Support,10:00 AM,Outgoing,A,Amanda,NO,0,0,8,2,,2,1
93,North,Sales Support,10:00 AM,Outgoing,B,Todd,NO,0,0,8,2,,4,1
94,North,Sales Support,10:00 AM,Outgoing,A,Amanda,NO,0,0,11,2,,2,1
95,North,Sales Support,10:00 AM,Outgoing,A,Amanda,NO,0,0,9,1,,3,1
96,North,Sales Support,10:00 AM,Outgoing,A,Joe,NO,0,0,10,1,,4,1
97,North,Sales Support,10:00 AM,Outgoing,B,Todd,NO,0,0,9,3,,3,1
98,North,Sales Support,10:00 AM,Outgoing,B,Brent,NO,0,0,9,2,,2,1
99,North,Sales Support,10:00 AM,Outgoing,A,Andy,YES,0,0,12,2,,2,1
100,North,Sales Support,10:00 AM,Outgoing,A,Amanda,NO,0,0,10,2,,2,1
101,North,Sales Support,10:00 AM,Outgoing,B,Xander,NO,0,0,10,1,,4,1
102,North,Sales Support,10:00 AM,Outgoing,B,Duke,NO,0,0,12,3,,4,1
103,North,Sales Support,10:00 AM,Outgoing,B,Brent,NO,0,0,10,3,,4,1
104,North,Sales Support,10:00 AM,Outgoing,B,Todd,NO,0,0,11,3,,3,1
105,North,Sales Support,10:00 AM,Outgoing,A,Amanda,NO,0,0,11,2,,2,1
106,North,Sales Support,10:00 AM,Outgoing,B,Brent,NO,0,0,9,1,,3,1
107,North,Sales Support,11:00 AM,Outgoing,A,Amanda,NO,0,0,12,1,,2,1
108,North,Sales Support,11:00 AM,Outgoing,B,Lilly,YES,0,0,8,3,,2,1
109,North,Sales Support,11:00 AM,Outgoing,A,Cam,NO,0,0,12,2,,2,1
110,North,Sales Support,11:00 AM,Outgoing,A,Andy,NO,0,0,8,2,,2,1
111,North,Sales Support,11:00 AM,Outgoing,B,Brent,NO,0,0,10,1,,2,1
112,North,Sales Support,11:00 AM,Outgoing,B,Brent,NO,0,0,11,1,,3,1
113,North,Sales Support,12:00 PM,Outgoing,B,Brent,NO,0,0,9,1,,2,1
114,North,Sales Support,12:00 PM,Outgoing,A,Joe,NO,0,0,9,1,,4,1
115,North,Sales Support,12:00 PM,Outgoing,B,Xander,NO,0,0,11,2,,4,1
116,North,Sales Support,12:00 PM,Outgoing,B,Brent,NO,0,0,11,3,,4,1
117,North,Sales Support,12:00 PM,Outgoing,B,Lilly,NO,0,0,12,1,,3,1
118,North,Sales Support,12:00 PM,Outgoing,A,Joe,NO,0,0,8,3,,4,1
119,North,Sales Support,12:00 PM,Outgoing,B,Brent,NO,0,0,10,1,,2,1
120,North,Sales Support,1:00 PM,Outgoing,A,Andy,NO,0,0,12,3,,2,1
121,North,Sales Support,1:00 PM,Outgoing,B,Xander,NO,0,0,11,2,,2,1
122,North,Sales Support,1:00 PM,Outgoing,A,Amanda,NO,0,0,10,2,,3,1
123,North,Sales Support,1:00 PM,Outgoing,B,Todd,NO,0,0,12,3,,2,1
124,North,Sales Support,1:00 PM,Outgoing,A,Joe,NO,0,0,12,2,,4,1
125,North,Sales Support,1:00 PM,Outgoing,A,Joe,NO,0,0,12,1,,3,1
126,North,Sales Support,2:00 PM,Outgoing,B,Duke,NO,0,0,11,2,,4,1
127,North,Sales Support,2:00 PM,Outgoing,B,Duke,NO,0,0,9,3,,3,1
128,North,Sales Support,2:00 PM,Outgoing,B,Brent,NO,0,0,11,2,,4,1
129,North,Sales Support,2:00 PM,Outgoing,B,Todd,NO,0,0,12,3,,4,1
130,North,Sales Support,3:00 PM,Outgoing,B,Xander,NO,0,0,11,3,,2,1
131,North,Sales Support,4:00 PM,Outgoing,B,Brent,NO,0,0,8,1,,3,1
132,North,Sales Support,4:00 PM,Outgoing,A,Amanda,NO,0,0,9,2,,2,1
133,North,Sales Support,4:00 PM,Outgoing,B,Brent,NO,0,0,10,3,,4,1
134,North,Sales Support,5:00 PM,Outgoing,B,Brent,NO,0,0,8,1,,3,1
135,North,Sales Support,5:00 PM,Outgoing,B,Todd,NO,0,0,12,2,,4,1
136,North,Sales Support,5:00 PM,Outgoing,A,Andy,NO,0,0,12,2,,3,1
137,North,Product Support,10:00 AM,Outgoing,A,Amanda,NO,0,0,9,1,,3,1
138,North,Product Support,10:00 AM,Outgoing,B,Xander,NO,0,0,12,3,,2,1
139,North,Product Support,10:00 AM,Outgoing,B,Lilly,NO,0,0,12,3,,2,1
140,North,Product Support,10:00 AM,Outgoing,B,Brent,NO,0,0,10,2,,2,1
141,North,Product Support,10:00 AM,Outgoing,B,Xander,NO,0,0,10,3,,2,1
142,North,Product Support,10:00 AM,Outgoing,B,Todd,NO,0,0,12,1,,4,1
143,North,Product Support,10:00 AM,Outgoing,A,Joe,NO,0,0,8,3,,3,1
144,North,Product Support,10:00 AM,Outgoing,B,Lilly,NO,0,0,11,1,,4,1
145,North,Product Support,10:00 AM,Outgoing,A,Amanda,NO,0,0,8,2,,4,1
146,North,Product Support,10:00 AM,Outgoing,B,Brent,NO,0,0,12,3,,4,1
147,North,Product Support,11:00 AM,Outgoing,B,Lilly,NO,0,0,11,1,,2,1
148,North,Product Support,11:00 AM,Outgoing,A,Amanda,NO,0,0,10,2,,2,1
149,North,Product Support,11:00 AM,Outgoing,B,Duke,NO,0,0,12,2,,4,1
150,North,Product Support,11:00 AM,Outgoing,A,Joe,NO,0,0,9,2,,3,1
151,North,Product Support,11:00 AM,Outgoing,B,Todd,NO,0,0,12,1,,2,1
152,North,Product Support,11:00 AM,Outgoing,B,Xander,NO,0,0,9,3,,2,1
153,North,Product Support,11:00 AM,Outgoing,B,Lilly,NO,0,0,8,1,,3,1
154,North,Product Support,11:00 AM,Outgoing,A,Cam,NO,0,0,11,2,,3,1
155,North,Product Support,11:00 AM,Outgoing,B,Brent,NO,0,0,12,2,,3,1
156,North,Product Support,11:00 AM,Outgoing,A,Joe,NO,0,0,10,1,,4,1
157,North,Product Support,12:00 PM,Outgoing,B,Lilly,NO,0,0,11,1,,2,1
158,North,Product Support,12:00 PM,Outgoing,B,Todd,NO,0,0,8,2,,4,1
159,North,Product Support,12:00 PM,Outgoing,A,Cam,NO,0,0,8,3,,4,1
160,North,Product Support,12:00 PM,Outgoing,A,Andy,NO,0,0,11,1,,4,1
161,North,Product Support,12:00 PM,Outgoing,B,Duke,NO,0,0,12,1,,3,1
162,North,Product Support,12:00 PM,Outgoing,B,Lilly,NO,0,0,12,3,,4,1
163,North,Product Support,12:00 PM,Outgoing,A,Andy,NO,0,0,9,2,,3,1
164,North,Product Support,12:00 PM,Outgoing,A,Cam,NO,0,0,8,1,,2,1
165,North,Product Support,12:00 PM,Outgoing,B,Lilly,NO,0,0,9,1,,2,1
166,North,Product Support,12:00 PM,Outgoing,B,Xander,NO,0,0,9,2,,2,1
167,North,Product Support,12:00 PM,Outgoing,B,Brent,NO,0,0,12,2,,3,1
168,North,Product Support,12:00 PM,Outgoing,B,Lilly,NO,0,0,8,3,,4,1
169,North,Product Support,12:00 PM,Outgoing,A,Amanda,NO,0,0,10,3,,3,1
170,North,Product Support,12:00 PM,Outgoing,B,Xander,NO,0,0,9,2,,3,1
171,North,Product Support,12:00 PM,Outgoing,A,Andy,NO,0,0,10,2,,3,1
172,North,Product Support,12:00 PM,Outgoing,A,Amanda,NO,0,0,11,2,,4,1
173,North,Product Support,12:00 PM,Outgoing,B,Xander,NO,0,0,10,1,,2,1
174,North,Product Support,12:00 PM,Outgoing,A,Cam,NO,0,0,12,2,,4,1
175,North,Product Support,12:00 PM,Outgoing,A,Andy,NO,0,0,8,3,,4,1
176,North,Product Support,12:00 PM,Outgoing,B,Duke,NO,0,0,9,2,,3,1
177,North,Product Support,1:00 PM,Outgoing,A,Joe,NO,0,0,10,2,,2,1
178,North,Product Support,1:00 PM,Outgoing,B,Lilly,NO,0,0,10,2,,2,1
179,North,Product Support,1:00 PM,Outgoing,B,Todd,NO,0,0,8,1,,4,1
180,North,Product Support,1:00 PM,Outgoing,A,Amanda,NO,0,0,12,1,,3,1
181,North,Product Support,1:00 PM,Outgoing,B,Brent,NO,0,0,10,2,,2,1
182,North,Product Support,1:00 PM,Outgoing,B,Todd,NO,0,0,11,2,,2,1
183,North,Product Support,2:00 PM,Outgoing,A,Cam,NO,0,0,10,3,,3,1
184,North,Product Support,2:00 PM,Outgoing,A,Cam,NO,0,0,8,2,,3,1
185,North,Product Support,2:00 PM,Outgoing,A,Andy,NO,0,0,8,1,,4,1
186,North,Product Support,2:00 PM,Outgoing,B,Todd,NO,0,0,9,1,,4,1
187,North,Product Support,2:00 PM,Outgoing,A,Amanda,NO,0,0,10,2,,3,1
188,North,Product Support,2:00 PM,Outgoing,A,Andy,NO,0,0,8,3,,3,1
189,North,Product Support,2:00 PM,Outgoing,B,Duke,NO,0,0,10,3,,4,1
190,North,Product Support,2:00 PM,Outgoing,B,Brent,NO,0,0,10,1,,3,1
191,North,Product Support,2:00 PM,Outgoing,A,Andy,NO,0,0,10,3,,2,1
192,North,Product Support,2:00 PM,Outgoing,B,Brent,NO,0,0,10,2,,4,1
193,North,Product Support,2:00 PM,Outgoing,A,Cam,NO,0,0,12,2,,2,1
194,North,Product Support,2:00 PM,Outgoing,B,Todd,NO,0,0,12,3,,4,1
195,North,Product Support,2:00 PM,Outgoing,B,Duke,NO,0,0,8,1,,2,1
196,North,Product Support,2:00 PM,Outgoing,B,Brent,NO,0,0,10,2,,3,1
197,North,Product Support,2:00 PM,Outgoing,B,Duke,NO,0,0,12,1,,3,1
198,North,Product Support,2:00 PM,Outgoing,B,Lilly,NO,0,0,11,1,,2,1
199,North,Product Support,2:00 PM,Outgoing,B,Brent,NO,0,0,9,3,,2,1
200,North,Product Support,2:00 PM,Outgoing,A,Joe,NO,0,0,8,1,,2,1
201,North,Product Support,2:00 PM,Outgoing,A,Joe,NO,0,0,10,3,,3,1
202,North,Product Support,2:00 PM,Outgoing,A,Joe,NO,0,0,10,1,,3,1
203,North,Product Support,3:00 PM,Outgoing,B,Lilly,NO,0,0,9,3,,2,1
204,North,Product Support,3:00 PM,Outgoing,A,Joe,NO,0,0,9,1,,4,1
205,North,Product Support,3:00 PM,Outgoing,B,Xander,NO,0,0,9,1,,3,1
206,North,Product Support,3:00 PM,Outgoing,B,Xander,NO,0,0,11,1,,2,1
207,North,Product Support,3:00 PM,Outgoing,B,Todd,NO,0,0,10,1,,4,1
208,North,Product Support,3:00 PM,Outgoing,A,Cam,NO,0,0,8,3,,2,1
209,North,Product Support,3:00 PM,Outgoing,A,Amanda,NO,0,0,8,2,,2,1
210,North,Product Support,3:00 PM,Outgoing,B,Brent,NO,0,0,10,2,,2,1
211,North,Product Support,3:00 PM,Outgoing,B,Duke,NO,0,0,10,1,,2,1
212,North,Product Support,3:00 PM,Outgoing,A,Cam,NO,0,0,12,1,,4,1
213,North,Product Support,3:00 PM,Outgoing,B,Brent,NO,0,0,9,2,,3,1
214,North,Product Support,3:00 PM,Outgoing,B,Lilly,NO,0,0,12,1,,4,1
215,North,Product Support,3:00 PM,Outgoing,B,Todd,NO,0,0,11,1,,4,1
216,North,Product Support,3:00 PM,Outgoing,B,Brent,NO,0,0,9,1,,3,1
217,North,Product Support,3:00 PM,Outgoing,B,Todd,NO,0,0,11,3,,4,1
218,North,Product Support,3:00 PM,Outgoing,B,Duke,NO,0,0,8,2,,2,1
219,North,Product Support,3:00 PM,Outgoing,A,Joe,NO,0,0,11,2,,4,1
220,North,Product Support,4:00 PM,Outgoing,A,Cam,YES,0,0,8,1,,3,1
221,North,Product Support,4:00 PM,Outgoing,B,Lilly,NO,0,0,8,3,,2,1
222,North,Product Support,4:00 PM,Outgoing,A,Joe,NO,0,0,11,3,,2,1
223,North,Product Support,4:00 PM,Outgoing,B,Xander,NO,0,0,11,3,,4,1
224,North,Product Support,4:00 PM,Outgoing,B,Xander,NO,0,0,12,1,,2,1
225,North,Product Support,4:00 PM,Outgoing,B,Todd,NO,0,0,8,1,,4,1
226,North,Product Support,4:00 PM,Outgoing,B,Xander,NO,0,0,9,2,,3,1
227,North,Product Support,4:00 PM,Outgoing,B,Brent,YES,0,0,10,2,,4,1
228,North,Product Support,4:00 PM,Outgoing,B,Todd,NO,0,0,9,1,,3,1
229,North,Product Support,4:00 PM,Outgoing,B,Todd,NO,0,0,10,2,,3,1
230,North,Product Support,4:00 PM,Outgoing,B,Todd,NO,0,0,12,2,,3,1
231,North,Product Support,4:00 PM,Outgoing,A,Andy,NO,0,0,8,1,,3,1
232,North,Product Support,4:00 PM,Outgoing,B,Lilly,NO,0,0,9,3,,2,1
233,North,Product Support,4:00 PM,Outgoing,B,Xander,NO,0,0,9,2,,4,1
234,North,Product Support,4:00 PM,Outgoing,B,Todd,NO,0,0,11,2,,3,1
235,North,Product Support,5:00 PM,Outgoing,B,Todd,NO,0,0,10,1,,2,1
236,North,Product Support,5:00 PM,Outgoing,B,Duke,NO,0,0,8,3,,4,1
237,North,Product Support,5:00 PM,Outgoing,B,Duke,NO,0,0,11,2,,2,1
238,North,Product Support,5:00 PM,Outgoing,B,Brent,NO,0,0,10,1,,3,1
239,North,Product Support,5:00 PM,Outgoing,B,Brent,NO,0,0,10,3,,3,1
240,North,Product Support,5:00 PM,Outgoing,B,Brent,NO,0,0,10,2,,3,1
241,North,Product Support,5:00 PM,Outgoing,A,Joe,NO,0,0,8,3,,2,1
242,North,Product Support,5:00 PM,Outgoing,A,Amanda,NO,0,0,12,1,,2,1
243,North,Product Support,5:00 PM,Outgoing,A,Cam,NO,0,0,11,2,,2,1
244,North,Product Support,5:00 PM,Outgoing,B,Xander,NO,0,0,8,1,,4,1
